zipcode,city,lat,long,state,county
39480,soso,31.7063049,-89.3132061,Mississippi,Jones County
39481,stringer,31.8766963,-89.2277026,Mississippi,Jasper County
39482,sumrall,31.3992391,-89.5874819,Mississippi,Lamar County
39483,foxworth,31.2855128,-89.9440061,Mississippi,Marion County
39501,gulfport,30.3981324,-89.10387829999999,Mississippi,Harrison County
39502,gulfport,30.3669872,-89.09216119999999,Mississippi,Harrison County
39503,gulfport,30.4560609,-89.1515476,Mississippi,Harrison County
39505,gulfport,30.4434816,-89.1010422,Mississippi,Harrison County
39506,gulfport,30.383275,-89.0441118,Mississippi,Harrison County
39507,gulfport,30.3918615,-89.0322699,Mississippi,Harrison County
39520,bay saint louis,30.2733722,-89.49311759999999,Mississippi,Hancock County
39521,bay saint louis,30.3112219,-89.363654,Mississippi,Hancock County
39522,stennis space center,30.31,-89.33,Mississippi,Hancock County
39525,diamondhead,30.3766274,-89.3701078,Mississippi,Hancock County
39529,stennis space center,30.38,-89.61,Mississippi,Hancock County
39530,biloxi,30.4023298,-88.8982666,Mississippi,Harrison County
39531,biloxi,30.4028755,-88.96532260000001,Mississippi,Harrison County
39532,biloxi,30.5007553,-88.96053649999999,Mississippi,Harrison County
39533,biloxi,30.3951021,-88.8857069,Mississippi,Harrison County
39534,biloxi,30.4111518,-88.9198322,Mississippi,Harrison County
39535,biloxi,30.4025846,-88.96182449999999,Mississippi,Harrison County
39540,diberville,30.4426171,-88.8934728,Mississippi,Harrison County
39552,escatawpa,30.4891667,-88.5511111,Mississippi,Jackson County
39553,gautier,30.4172273,-88.64343079999999,Mississippi,Jackson County
39555,hurley,30.6605,-88.49419999999999,Mississippi,Jackson County
39556,kiln,30.3887582,-89.5120084,Mississippi,Hancock County
39558,lakeshore,30.2584883,-89.4595319,Mississippi,Hancock County
39560,long beach,30.3755788,-89.1801225,Mississippi,Harrison County
39561,mc henry,30.6978082,-89.1610748,Mississippi,Stone County
39562,moss point,30.5655623,-88.5178518,Mississippi,Jackson County
39563,moss point,30.4161933,-88.5468645,Mississippi,Jackson County
39564,ocean springs,30.4069394,-88.7686382,Mississippi,Jackson County
39565,vancleave,30.56798059999999,-88.7493998,Mississippi,Jackson County
39566,ocean springs,30.4163138,-88.8171141,Mississippi,Jackson County
39567,pascagoula,30.3529682,-88.56136339999999,Mississippi,Jackson County
39568,pascagoula,30.37,-88.56,Mississippi,Jackson County
39569,pascagoula,30.56,-88.49,Mississippi,Jackson County
39571,pass christian,30.410662,-89.2657266,Mississippi,Harrison County
39572,pearlington,30.2852671,-89.59690599999999,Mississippi,Hancock County
39573,perkinston,30.7776864,-89.0752499,Mississippi,Stone County
39574,saucier,30.5939705,-89.1134166,Mississippi,Harrison County
39576,waveland,30.2844661,-89.389057,Mississippi,Hancock County
39577,wiggins,30.9152156,-89.0370477,Mississippi,Stone County
39581,pascagoula,30.3640657,-88.5226886,Mississippi,Jackson County
39595,pascagoula,30.3329778,-88.57827259999999,Mississippi,Jackson County
39601,brookhaven,31.5810726,-90.6393702,Mississippi,Lincoln County
39602,brookhaven,31.59,-90.47,Mississippi,Lincoln County
39603,brookhaven,31.59,-90.47,Mississippi,Lincoln County
39629,bogue chitto,31.4219066,-90.46910969999999,Mississippi,Lincoln County
39630,bude,31.4599293,-90.8532168,Mississippi,Franklin County
39631,centreville,31.0516381,-91.1161166,Mississippi,Wilkinson County
39632,chatawa,31.0587058,-90.4753781,Mississippi,Pike County
39633,crosby,31.2800137,-91.1929114,Mississippi,Wilkinson County
39635,fernwood,31.185294,-90.4484679,Mississippi,Pike County
39638,gloster,31.2361556,-90.9629523,Mississippi,Amite County
39641,jayess,31.3311785,-90.1682271,Mississippi,Lawrence County
39643,kokomo,31.2282954,-90.0093266,Mississippi,Marion County
39645,liberty,31.1227954,-90.7913227,Mississippi,Amite County
39647,mc call creek,31.5577362,-90.73427339999999,Mississippi,Franklin County
39648,mccomb,31.2391441,-90.3936722,Mississippi,Pike County
39649,mccomb,31.24,-90.45,Mississippi,Pike County
39652,magnolia,31.1013025,-90.5068824,Mississippi,Pike County
39653,meadville,31.4197092,-90.8865834,Mississippi,Franklin County
39654,monticello,31.559768,-90.13077969999999,Mississippi,Lawrence County
39656,oak vale,31.4227596,-89.9813445,Mississippi,Lawrence County
39657,osyka,31.0210147,-90.5163312,Mississippi,Pike County
39661,roxie,31.4866408,-91.09693999999999,Mississippi,Franklin County
39662,ruth,31.3881404,-90.2901815,Mississippi,Lincoln County
39663,silver creek,31.60548799999999,-90.0186555,Mississippi,Lawrence County
39664,smithdale,31.3294091,-90.6962853,Mississippi,Amite County
39665,sontag,31.6395381,-90.2150873,Mississippi,Lawrence County
39666,summit,31.3304352,-90.46910969999999,Mississippi,Pike County
39667,tylertown,31.125165,-90.11206960000001,Mississippi,Walthall County
39668,union church,31.6944169,-90.7722974,Mississippi,Jefferson County
39669,woodville,31.162986,-91.44346900000001,Mississippi,Wilkinson County
39701,columbus,33.4521847,-88.5371958,Mississippi,Lowndes County
39702,columbus,33.44975730000001,-88.3433623,Mississippi,Lowndes County
39703,columbus,33.4959294,-88.383371,Mississippi,Lowndes County
39704,columbus,33.4946934,-88.4327787,Mississippi,Lowndes County
39705,columbus,33.5851639,-88.4210006,Mississippi,Lowndes County
39710,columbus,33.6260468,-88.4464452,Mississippi,Lowndes County
39730,aberdeen,33.7438161,-88.59517509999999,Mississippi,Monroe County
39735,ackerman,33.3909832,-89.20867729999999,Mississippi,Choctaw County
39736,artesia,33.4099848,-88.6470477,Mississippi,Lowndes County
39737,bellefontaine,33.6718198,-89.35114949999999,Mississippi,Webster County
39739,brooksville,33.2290664,-88.6530753,Mississippi,Noxubee County
39740,caledonia,33.6731203,-88.3044908,Mississippi,Lowndes County
39741,cedarbluff,33.6345917,-88.8455037,Mississippi,Clay County
39743,crawford,33.318899,-88.6530753,Mississippi,Lowndes County
39744,eupora,33.5932426,-89.3037147,Mississippi,Webster County
39745,french camp,33.2800685,-89.4553088,Mississippi,Choctaw County
39746,hamilton,33.7419661,-88.4403883,Mississippi,Monroe County
39747,kilmichael,33.4151798,-89.5686271,Mississippi,Montgomery County
39750,maben,33.5917529,-89.0752499,Mississippi,Webster County
39751,mantee,33.6926462,-89.10387829999999,Mississippi,Webster County
39752,mathiston,33.5810379,-89.1420182,Mississippi,Choctaw County
39753,mayhew,33.489833,-88.6458421,Mississippi,Lowndes County
39754,montpelier,33.60327,-88.64719,Mississippi,Clay County
39755,pheba,33.6019584,-88.9509626,Mississippi,Clay County
39756,prairie,33.7676166,-88.7301525,Mississippi,Monroe County
39759,starkville,33.47765890000001,-88.8263006,Mississippi,Oktibbeha County
39760,starkville,33.3953688,-88.9253151,Mississippi,Oktibbeha County
39762,mississippi state,33.45622,-88.79570799999999,Mississippi,Oktibbeha County
39766,steens,33.5841534,-88.3433623,Mississippi,Lowndes County
39767,stewart,33.5044098,-89.4553088,Mississippi,Webster County
39769,sturgis,33.3224523,-89.0370477,Mississippi,Oktibbeha County
39771,walthall,33.6014604,-89.2728521,Mississippi,Webster County
39772,weir,33.3242249,-89.3037147,Mississippi,Choctaw County
39773,west point,33.6326542,-88.6530753,Mississippi,Clay County
39776,woodland,33.7706709,-89.0752499,Mississippi,Chickasaw County
